Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Features,Annotation
A0A0K2S4Q6,CD3CH_HUMAN,reviewed,Protein CD300H (CD300 antigen-like family member H),CD300H,Homo sapiens (Human),201,Alternative sequence (2); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (1); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q96G23,CERS2_HUMAN,reviewed,Ceramide synthase 2 (CerS2) (EC 2.3.1.-) (LAG1 longevity assurance homolog 2) (SP260) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Tumor metastasis-suppressor gene 1 protein),CERS2 LASS2 TMSG1,Homo sapiens (Human),380,Chain (1); Domain (1); Erroneous initiation (1); Glycosylation (1); Modified residue (4); Motif (1); Mutagenesis (3); Natural variant (1); Region (1); Sequence conflict (3); Topological domain (2); Transmembrane (6),5 out of 5
P27701,CD82_HUMAN,reviewed,CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82),CD82 KAI1 SAR2 ST6 TSPAN27,Homo sapiens (Human),267,Alternative sequence (1); Chain (1); Glycosylation (3); Natural variant (1); Sequence conflict (2); Topological domain (5); Transmembrane (4),5 out of 5
P11836,CD20_HUMAN,reviewed,B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20),MS4A1 CD20,Homo sapiens (Human),297,Alternative sequence (1); Beta strand (1); Chain (1); Disulfide bond (1); Helix (8); Lipidation (2); Modified residue (3); Mutagenesis (5); Region (3); Sequence conflict (3); Topological domain (5); Transmembrane (4); Turn (1),5 out of 5
Q9UQC9,CLCA2_HUMAN,reviewed,"Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]",CLCA2 CACC3,Homo sapiens (Human),943,Active site (1); Chain (3); Domain (1); Glycosylation (5); Metal binding (3); Mutagenesis (6); Natural variant (4); Region (1); Sequence conflict (2); Signal peptide (1); Site (1); Topological domain (2); Transmembrane (1),5 out of 5
Q8WXI8,CLC4D_HUMAN,reviewed,C-type lectin domain family 4 member D (C-type lectin superfamily member 8) (C-type lectin-like receptor 6) (CLEC-6) (CD antigen CD368),CLEC4D CLECSF8 MCL,Homo sapiens (Human),215,Beta strand (11); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (3); Helix (2); Metal binding (4); Mutagenesis (2); Natural variant (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q5T8D3,ACBD5_HUMAN,reviewed,Acyl-CoA-binding domain-containing protein 5,ACBD5 KIAA1996,Homo sapiens (Human),534,Alternative sequence (4); Binding site (2); Chain (1); Coiled coil (2); Compositional bias (3); Domain (1); Erroneous initiation (1); Helix (4); Modified residue (13); Natural variant (1); Region (2); Sequence conflict (3); Transmembrane (1); Turn (1),5 out of 5
Q96F25,ALG14_HUMAN,reviewed,UDP-N-acetylglucosamine transferase subunit ALG14 homolog,ALG14,Homo sapiens (Human),216,Chain (1); Natural variant (2); Topological domain (2); Transmembrane (1),4 out of 5
Q8IZP9,AGRG2_HUMAN,reviewed,Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Human epididymis-specific protein 6) (He6),ADGRG2 GPR64 HE6 TM7LN2,Homo sapiens (Human),1017,Alternative sequence (9); Chain (1); Compositional bias (3); Domain (1); Glycosylation (21); Modified residue (1); Natural variant (4); Sequence conflict (18); Signal peptide (1); Topological domain (8); Transmembrane (7),5 out of 5
P30556,AGTR1_HUMAN,reviewed,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,Homo sapiens (Human),359,Beta strand (5); Chain (1); Disulfide bond (1); Glycosylation (3); Helix (13); Lipidation (1); Natural variant (7); Sequence conflict (6); Topological domain (8); Transmembrane (7); Turn (5),5 out of 5
P55064,AQP5_HUMAN,reviewed,Aquaporin-5 (AQP-5),AQP5,Homo sapiens (Human),265,Beta strand (3); Chain (1); Glycosylation (2); Helix (11); Intramembrane (2); Motif (2); Mutagenesis (2); Natural variant (5); Topological domain (9); Transmembrane (6); Turn (2),5 out of 5
Q96FT7,ASIC4_HUMAN,reviewed,"Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)",ASIC4 ACCN4,Homo sapiens (Human),647,Alternative sequence (3); Chain (1); Disulfide bond (5); Erroneous initiation (2); Glycosylation (3); Mutagenesis (1); Natural variant (3); Topological domain (3); Transmembrane (2),5 out of 5
Q86VB7,C163A_HUMAN,reviewed,Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)],CD163 M130,Homo sapiens (Human),1156,Alternative sequence (3); Chain (2); Disulfide bond (26); Domain (9); Erroneous initiation (5); Glycosylation (4); Motif (1); Mutagenesis (3); Natural variant (1); Signal peptide (1); Site (4); Topological domain (2); Transmembrane (1),5 out of 5
Q9GZS9,CHST5_HUMAN,reviewed,Carbohydrate sulfotransferase 5 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 4-alpha) (GST4-alpha) (Intestinal N-acetylglucosamine-6-O-sulfotransferase) (I-GlcNAc6ST) (Intestinal GlcNAc-6-sulfotransferase) (hIGn6ST) (N-acetylglucosamine 6-O-sulfotransferase 3) (GlcNAc6ST-3) (Gn6st-3),CHST5,Homo sapiens (Human),411,Alternative sequence (1); Chain (1); Erroneous initiation (2); Glycosylation (3); Natural variant (2); Nucleotide binding (2); Topological domain (2); Transmembrane (1),5 out of 5
P32970,CD70_HUMAN,reviewed,CD70 antigen (CD27 ligand) (CD27-L) (Tumor necrosis factor ligand superfamily member 7) (CD antigen CD70),CD70 CD27L CD27LG TNFSF7,Homo sapiens (Human),193,Alternative sequence (1); Chain (1); Disulfide bond (1); Glycosylation (2); Natural variant (2); Sequence conflict (1); Topological domain (2); Transmembrane (1),5 out of 5
Q8IUN9,CLC10_HUMAN,reviewed,C-type lectin domain family 10 member A (C-type lectin superfamily member 14) (Macrophage lectin 2) (CD antigen CD301),CLEC10A CLECSF13 CLECSF14 HML,Homo sapiens (Human),316,Alternative sequence (4); Beta strand (6); Chain (1); Coiled coil (1); Disulfide bond (3); Domain (1); Glycosylation (2); Helix (2); Motif (1); Natural variant (4); Sequence conflict (1); Topological domain (2); Transmembrane (1),5 out of 5
A0PK11,CLRN2_HUMAN,reviewed,Clarin-2,CLRN2,Homo sapiens (Human),232,Chain (1); Glycosylation (1); Natural variant (2); Transmembrane (4),4 out of 5
P45844,ABCG1_HUMAN,reviewed,ATP-binding cassette sub-family G member 1 (EC 7.6.2.-) (ATP-binding cassette transporter 8) (White protein homolog),ABCG1 ABC8 WHT1,Homo sapiens (Human),678,Alternative sequence (7); Chain (1); Domain (2); Erroneous initiation (6); Lipidation (5); Mutagenesis (16); Natural variant (1); Nucleotide binding (1); Sequence conflict (10); Topological domain (7); Transmembrane (6),5 out of 5
Q9H172,ABCG4_HUMAN,reviewed,ATP-binding cassette sub-family G member 4,ABCG4 WHITE2,Homo sapiens (Human),646,Alternative sequence (3); Chain (1); Domain (2); Glycosylation (1); Natural variant (1); Nucleotide binding (1); Topological domain (7); Transmembrane (6),5 out of 5
Q70Z44,5HT3D_HUMAN,reviewed,5-hydroxytryptamine receptor 3D (5-HT3-D) (5-HT3D) (Serotonin receptor 3D),HTR3D,Homo sapiens (Human),454,Alternative sequence (8); Chain (1); Glycosylation (1); Natural variant (3); Sequence conflict (2); Signal peptide (1); Topological domain (5); Transmembrane (4),5 out of 5
Q9H553,ALG2_HUMAN,reviewed,"Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)",ALG2 UNQ666/PRO1298,Homo sapiens (Human),416,Alternative sequence (2); Chain (1); Natural variant (3); Sequence conflict (1); Transmembrane (1),5 out of 5
P18089,ADA2B_HUMAN,reviewed,Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR),ADRA2B ADRA2L1 ADRA2RL1,Homo sapiens (Human),450,Chain (1); Compositional bias (1); Disulfide bond (1); Helix (10); Lipidation (1); Natural variant (6); Sequence conflict (2); Site (3); Topological domain (8); Transmembrane (7); Turn (2),5 out of 5
Q7L4S7,ARMX6_HUMAN,reviewed,Protein ARMCX6,ARMCX6,Homo sapiens (Human),300,Chain (1); Erroneous initiation (1); Region (2); Topological domain (2); Transmembrane (1),2 out of 5
Q58HT5,AWAT1_HUMAN,reviewed,Acyl-CoA wax alcohol acyltransferase 1 (EC 2.3.1.75) (Diacylglycerol O-acyltransferase 2-like protein 3) (Diacylglycerol acyltransferase 2) (Long-chain-alcohol O-fatty-acyltransferase 1),AWAT1 DGA2 DGAT2L3,Homo sapiens (Human),328,Chain (1); Transmembrane (2),5 out of 5
A8MVZ5,BTNLA_HUMAN,reviewed,Butyrophilin-like protein 10,BTNL10,Homo sapiens (Human),291,Chain (1); Disulfide bond (1); Domain (1); Glycosylation (1); Signal peptide (1); Topological domain (2); Transmembrane (1),3 out of 5
Q8NFU0,BEST4_HUMAN,reviewed,Bestrophin-4 (Vitelliform macular dystrophy 2-like protein 2),BEST4 VMD2L2,Homo sapiens (Human),473,Chain (1); Intramembrane (1); Natural variant (4); Topological domain (6); Transmembrane (4),3 out of 5
Q9HBT6,CAD20_HUMAN,reviewed,Cadherin-20,CDH20 CDH7L3,Homo sapiens (Human),801,Chain (1); Domain (5); Glycosylation (4); Natural variant (6); Propeptide (1); Sequence conflict (5); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q9GZZ6,ACH10_HUMAN,reviewed,Neuronal acetylcholine receptor subunit alpha-10 (Nicotinic acetylcholine receptor subunit alpha-10) (NACHR alpha-10),CHRNA10 NACHRA10,Homo sapiens (Human),450,Chain (1); Disulfide bond (2); Glycosylation (2); Mutagenesis (1); Natural variant (1); Signal peptide (1); Topological domain (2); Transmembrane (4),5 out of 5
P17342,ANPRC_HUMAN,reviewed,Atrial natriuretic peptide receptor 3 (Atrial natriuretic peptide clearance receptor) (Atrial natriuretic peptide receptor type C) (ANP-C) (ANPR-C) (NPR-C),NPR3 ANPRC C5orf23 NPRC,Homo sapiens (Human),541,Alternative sequence (3); Beta strand (19); Binding site (3); Chain (1); Disulfide bond (3); Glycosylation (3); Helix (15); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (7),5 out of 5
P00846,ATP6_HUMAN,reviewed,ATP synthase subunit a (F-ATPase protein 6),MT-ATP6 ATP6 ATPASE6 MTATP6,Homo sapiens (Human),226,Chain (1); Natural variant (31); Transmembrane (6),5 out of 5
Q6UXE8,BTNL3_HUMAN,reviewed,Butyrophilin-like protein 3 (Butyrophilin-like receptor),BTNL3 BTNLR COLF4100 UNQ744/PRO1472,Homo sapiens (Human),466,Alternative sequence (2); Chain (1); Domain (2); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1),4 out of 5
Q3B7T3,BEAN1_HUMAN,reviewed,Protein BEAN1 (Brain-expressed protein associating with Nedd4 homolog) (BEAN),BEAN1,Homo sapiens (Human),259,Alternative sequence (2); Chain (1); Compositional bias (2); Erroneous initiation (1); Frameshift (1); Transmembrane (1),3 out of 5
Q9NPZ5,B3GA2_HUMAN,reviewed,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)",B3GAT2 GLCATS KIAA1963,Homo sapiens (Human),323,Active site (1); Beta strand (12); Binding site (3); Chain (1); Erroneous initiation (2); Glycosylation (2); Helix (10); Metal binding (1); Nucleotide binding (3); Region (1); Site (2); Topological domain (2); Transmembrane (1),5 out of 5
Q13634,CAD18_HUMAN,reviewed,Cadherin-18 (Cadherin-14),CDH18 CDH14,Homo sapiens (Human),790,Alternative sequence (1); Chain (1); Domain (5); Glycosylation (4); Modified residue (1); Propeptide (1); Sequence conflict (4); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q9H251,CAD23_HUMAN,reviewed,Cadherin-23 (Otocadherin),CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340,Homo sapiens (Human),3354,Alternative sequence (11); Beta strand (41); Chain (1); Domain (27); Glycosylation (41); Helix (12); Natural variant (126); Sequence conflict (3); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (8),5 out of 5
O95674,CDS2_HUMAN,reviewed,Phosphatidate cytidylyltransferase 2 (EC 2.7.7.41) (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2),CDS2,Homo sapiens (Human),445,Alternative sequence (3); Chain (1); Modified residue (6); Transmembrane (6),5 out of 5
O00590,ACKR2_HUMAN,reviewed,Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6),ACKR2 CCBP2 CCR10 CMKBR9 D6,Homo sapiens (Human),384,Chain (1); Disulfide bond (1); Glycosylation (1); Natural variant (4); Region (1); Sequence conflict (3); Topological domain (8); Transmembrane (7),5 out of 5
Q9NPC4,A4GAT_HUMAN,reviewed,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",A4GALT A14GALT A4GALT1,Homo sapiens (Human),353,Chain (1); Glycosylation (2); Motif (1); Natural variant (7); Topological domain (2); Transmembrane (1),5 out of 5
Q9NP78,ABCB9_HUMAN,reviewed,ATP-binding cassette sub-family B member 9 (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL),ABCB9 KIAA1520,Homo sapiens (Human),766,Alternative sequence (7); Chain (1); Compositional bias (1); Domain (2); Erroneous initiation (2); Mutagenesis (1); Natural variant (1); Nucleotide binding (1); Transmembrane (8),5 out of 5
P30926,ACHB4_HUMAN,reviewed,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,Homo sapiens (Human),498,Alternative sequence (2); Beta strand (15); Chain (1); Disulfide bond (1); Glycosylation (4); Helix (8); Natural variant (4); Sequence conflict (2); Signal peptide (1); Site (2); Topological domain (5); Transmembrane (4); Turn (7),5 out of 5
Q5VUY2,ADCL4_HUMAN,reviewed,Arylacetamide deacetylase-like 4 (EC 3.1.1.-),AADACL4,Homo sapiens (Human),407,Active site (3); Chain (1); Glycosylation (2); Motif (1); Topological domain (2); Transmembrane (1),2 out of 5
P48201,AT5G3_HUMAN,reviewed,"ATP synthase F(0) complex subunit C3, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 3) (ATP synthase proteolipid P3) (ATP synthase proton-transporting mitochondrial F(0) complex subunit C3) (ATPase protein 9) (ATPase subunit c)",ATP5MC3 ATP5G3,Homo sapiens (Human),142,Chain (1); Modified residue (1); Natural variant (1); Site (1); Transit peptide (1); Transmembrane (2),5 out of 5
Q9P0X4,CAC1I_HUMAN,reviewed,Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3),CACNA1I KIAA1120,Homo sapiens (Human),2223,Alternative sequence (2); Chain (1); Compositional bias (4); Glycosylation (5); Modified residue (1); Natural variant (4); Repeat (4); Site (4); Topological domain (25); Transmembrane (24),5 out of 5
O43505,B4GA1_HUMAN,reviewed,"Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)",B4GAT1 B3GNT1 B3GNT6,Homo sapiens (Human),415,Chain (1); Glycosylation (2); Metal binding (2); Mutagenesis (2); Natural variant (3); Topological domain (2); Transmembrane (1),5 out of 5
P30988,CALCR_HUMAN,reviewed,Calcitonin receptor (CT-R),CALCR,Homo sapiens (Human),474,Alternative sequence (5); Beta strand (4); Chain (1); Disulfide bond (3); Erroneous initiation (1); Glycosylation (4); Helix (16); Natural variant (1); Sequence conflict (1); Signal peptide (1); Topological domain (8); Transmembrane (7); Turn (2),5 out of 5
Q8IU99,CAHM1_HUMAN,reviewed,Calcium homeostasis modulator protein 1 (Protein FAM26C),CALHM1 FAM26C,Homo sapiens (Human),346,Chain (1); Glycosylation (1); Mutagenesis (8); Natural variant (1); Sequence conflict (2); Site (1); Topological domain (5); Transmembrane (4),5 out of 5
Q70JA7,CHSS3_HUMAN,reviewed,Chondroitin sulfate synthase 3 (EC 2.4.1.175) (EC 2.4.1.226) (Carbohydrate synthase 2) (Chondroitin glucuronyltransferase 3) (Chondroitin synthase 2) (ChSy-2) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 3) (N-acetylgalactosaminyltransferase 3),CHSY3 CHSY2 CSS3,Homo sapiens (Human),882,Chain (1); Compositional bias (2); Erroneous initiation (1); Glycosylation (4); Metal binding (2); Natural variant (2); Sequence conflict (9); Topological domain (2); Transmembrane (1),5 out of 5
P60033,CD81_HUMAN,reviewed,CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81),CD81 TAPA1 TSPAN28,Homo sapiens (Human),236,Beta strand (1); Binding site (1); Chain (1); Disulfide bond (2); Helix (12); Mutagenesis (14); Site (3); Topological domain (5); Transmembrane (4),5 out of 5
P51686,CCR9_HUMAN,reviewed,C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (G-protein coupled receptor 28) (GPR-9-6) (CD antigen CDw199),CCR9 GPR28,Homo sapiens (Human),369,Alternative sequence (1); Chain (1); Disulfide bond (2); Erroneous initiation (1); Glycosylation (1); Helix (16); Natural variant (2); Topological domain (8); Transmembrane (7),5 out of 5
A6NJW9,CD8B2_HUMAN,reviewed,T-cell surface glycoprotein CD8 beta-2 chain (CD8b pseudogene),CD8B2 CD8BP,Homo sapiens (Human),210,Chain (1); Disulfide bond (1); Domain (1); Glycosylation (1); Signal peptide (1); Topological domain (2); Transmembrane (1),4 out of 5
P18825,ADA2C_HUMAN,reviewed,Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),ADRA2C ADRA2L2 ADRA2RL2,Homo sapiens (Human),462,Chain (1); Compositional bias (1); Disulfide bond (1); Frameshift (2); Glycosylation (2); Helix (16); Natural variant (1); Sequence conflict (8); Site (3); Topological domain (8); Transmembrane (7),5 out of 5
Q8IZF5,AGRF3_HUMAN,reviewed,Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23),ADGRF3 GPR113 PGR23 UNQ9196/PRO34000,Homo sapiens (Human),1079,Alternative sequence (5); Chain (1); Domain (1); Erroneous gene model prediction (1); Erroneous initiation (1); Glycosylation (6); Natural variant (1); Sequence conflict (5); Signal peptide (1); Topological domain (8); Transmembrane (7),4 out of 5
